Query,GetItem
0.014352997000000034,0.0052949749999999796
0.00957857899999981,0.004094644999999453
0.006268411000000196,0.004369076999999777
0.005788292000000084,0.007187860000000157
0.005325989000000142,0.004771347000000148
0.009364034000000299,0.004269918000000317
0.0082340030000001,0.0043148249999998
0.04916152699999987,0.00408870299999986
0.007472816000000382,0.003876404000000555
0.006766289999999842,0.004230488000000143
0.008301378000000081,0.004026706000000324
0.007992069000000157,0.003970020000000574
0.006351948999999912,0.04905256699999949
0.005764402000000057,0.007664570000000204
0.008811677000000184,0.004557573000000481
0.0060567090000001045,0.004612704000000356
0.005429523000000103,0.004346045999999326
0.005469575000000226,0.00458948899999978
0.005463237999999926,0.004115946999999842
0.007287601999999893,0.00426164399999962
0.005299298999999813,0.006628789999999718
0.005707580999999795,0.0051285540000005625
0.005924632000000152,0.005078344000000179
0.008539762999999922,0.006905531000000131
0.005579866000000155,0.005509664999999941
0.005351340999999898,0.003887769999999513
0.00542197199999972,0.004060357000000181
0.0055862329999998295,0.003951438000000529
0.0063251140000000206,0.0038526340000002435
0.005193276999999608,0.003865833999999957
0.0051343959999998745,0.003920540000000194
0.004918702999999969,0.003973490999999996
0.00860315399999978,0.005081039999999426
0.005380131999999982,0.007518782999999196
0.00586212400000008,0.004376082000000281
0.005445570000000011,0.004061752999999335
0.004742494999999902,0.006007732999999682
0.005089234000000165,0.0041291619999999085
0.005352707999999762,0.003978743000000229
0.005019648999999848,0.004028633999999975
0.005498380000000136,0.004137440999999242
0.00877158499999986,0.0037950330000002808
0.005861434999999915,0.004042887000000661
0.005573699000000154,0.006998281000000439
0.0051325570000000376,0.00481755599999989
0.004811582999999953,0.004144707000000025
0.004943292000000099,0.0037045430000004487
0.005804579999999948,0.00401769699999921
0.005329355000000202,0.0039883039999999426
0.005289438999999785,0.0042808000000000845
0.007931756000000068,0.004313971000000194
0.005003700000000055,0.004198654999999718
0.004751332000000108,0.0037922500000000525
0.004983581999999931,0.006903302999999639
0.004686453000000146,0.004125090999999692
0.0055782869999996265,0.004034070000000334
0.005121912999999978,0.0038690649999999494
0.005027596999999773,0.003879024999999814
0.004955129999999919,0.004067898999999819
0.010395330000000147,0.0053879699999992425
0.005219324000000025,0.004304657999999684
0.0062304790000000665,0.004300638000000134
0.0052246799999999816,0.004388493999999632
0.005623976999999947,0.006898860000000617
0.005411030999999955,0.004677586999999761
0.005197723999999848,0.0044220130000001134
0.005842225000000312,0.00407190899999943
0.005248856999999774,0.003831277999999827
0.00783695799999995,0.00430419999999998
0.00502242300000022,0.00414117899999944
0.008247885999999927,0.004278567000000066
0.0049904540000000885,0.004061808999999528
0.005272381000000159,0.004099372999999851
0.0050639819999998,0.007102201999999558
0.006680229000000093,0.004291809999999785
0.006245341000000071,0.004312536999999672
0.005679208000000102,0.0037535719999999273
0.008982924000000114,0.004215869000000261
0.0060155539999997565,0.003849960000000152
0.005355478999999885,0.003999191000000124
0.005732080000000028,0.004138082999999959
0.0055865259999996475,0.003923213000000203
0.0068932480000003515,0.004324679999999859
0.006050351000000287,0.006445751999999416
0.005775327000000274,0.004303858000000105
0.005876275999999958,0.0038670590000000615
0.008575610999999927,0.004199174000000028
0.005748962999999829,0.004152429999999541
0.005142989999999958,0.0054708560000005235
0.005335042999999651,0.005259647000000811
0.004762224000000259,0.004167191999999709
0.004771427000000106,0.004143471999999981
0.00491882400000021,0.0040458929999998006
0.004931779999999719,0.006785304000000103
0.005004925999999799,0.004488625000000468
0.008415750000000166,0.004580149999999783
0.005794819999999756,0.004151929999999915
0.0050594529999998805,0.004030528000000366
0.005347306999999635,0.004403887999999689
0.004954931000000329,0.0041526230000004105
0.0050971399999997224,0.003924619999999379
0.0045715440000000385,0.004200437000000612
0.004729953000000009,0.0038879669999998256
0.004961090000000112,0.006921522000000735
