Scan,GetItem
0.01716714500000016,0.005256898999999926
0.006432656999999953,0.004571064000000291
0.005533396000000135,0.004276066999999273
0.009793762999999789,0.00828907400000034
0.005119920999999916,0.004286923000000442
0.005396689999999982,0.003734471000000461
0.004674993000000072,0.003978674999999932
0.004400491000000173,0.003700862999999721
0.004331300000000038,0.0037035689999997956
0.004233097999999824,0.004168217999999335
0.004531039000000181,0.003958659000000253
0.0045126660000001095,0.004238952999999768
0.004592886000000185,0.0038772949999996698
0.0075258559999999974,0.007402646000000068
0.005191813999999795,0.003976459000000432
0.004489004999999935,0.004196735999999923
0.004639252999999677,0.004843525000000071
0.004382700999999933,0.004065331000000505
0.004790430999999984,0.003967381999999908
0.004744076999999791,0.0038598450000000284
0.005697626999999983,0.0038543859999995433
0.004514311999999965,0.00449683799999967
0.0046280330000003644,0.005811074999999555
0.009610546999999858,0.007040849000000016
0.004934576000000135,0.004731400999999913
0.004724536999999973,0.0042617339999999615
0.0046120470000001745,0.0038846820000006943
0.003936463000000057,0.004205183999999917
0.00416407399999974,0.0038785739999998015
0.00463560999999979,0.004295114999999683
0.004844024000000058,0.0039690900000000084
0.004432333999999649,0.0040813650000002255
0.004691883000000008,0.004316903999999511
0.007649922000000142,0.007339860000000087
0.005151746000000124,0.0043550329999995085
0.004283967000000111,0.005032155000000316
0.004751657999999992,0.00390183399999966
0.004587060999999615,0.0041875010000005375
0.0050552539999997315,0.00409562999999924
0.004476868000000245,0.00532897099999996
0.005202259999999903,0.004246668999999592
0.0044771509999996795,0.004030846999999227
0.005231017999999921,0.004061695999999948
0.009010125000000091,0.007308293000000354
0.005091881999999881,0.004216693000000049
0.005433295000000005,0.00413924500000018
0.004897943000000016,0.003922062000000004
0.004553467000000033,0.003792226999999926
0.004822549000000009,0.004087864999999802
0.0047678950000000775,0.004486948000000268
0.004799191999999675,0.004283108000000091
0.004938689999999912,0.004560922000000467
0.0049636850000003285,0.0046442239999997526
0.007544401999999728,0.00808061800000015
0.0050890019999996206,0.004750664000000349
0.004608925999999958,0.004587942999999761
0.004046800999999878,0.004643850999999977
0.004559518999999845,0.004494597999999961
0.00524574599999994,0.0044412669999998045
0.004156095000000359,0.004037014999999755
0.004292298000000194,0.00394333499999977
0.004398957000000259,0.004157560000000338
0.004225647999999804,0.004397592000000117
0.00687887300000023,0.006744767999999901
0.0045146570000000885,0.004181352999999888
0.005033516999999765,0.0036864470000006477
0.004832341000000184,0.003789577000000044
0.00429429800000003,0.003683531000000073
0.0044908669999998985,0.0037659020000004872
0.004669942000000038,0.003630595000000625
0.004549234999999818,0.003976146000000291
0.004123558999999943,0.004169646000000249
0.004389301999999873,0.004413364000000364
